AIRCRAFT_ID,AIRCRAFT_MANUFACTURER,AIRCRAFT_MODEL,SEAT_CAPACITY,REVIEW_ID
42,Unknown,Unknown,,73586
28,Boeing,Boeing 767,216,47211
42,Unknown,Unknown,,83305
42,Unknown,Unknown,,152585
19,Boeing,Boeing 737,189,50136
42,Unknown,Unknown,,129535
34,Boeing,Boeing 787,242,63306
42,Unknown,Unknown,,100115
28,Boeing,Boeing 767,216,57855
42,Unknown,Unknown,,150301
42,Unknown,Unknown,,151149
42,Unknown,Unknown,,44281
42,Unknown,Unknown,,38350
42,Unknown,Unknown,,127228
42,Unknown,Unknown,,90247
42,Unknown,Unknown,,67766
42,Unknown,Unknown,,111398
42,Unknown,Unknown,,90358
42,Unknown,Unknown,,150218
28,Boeing,Boeing 767,216,113785
42,Unknown,Unknown,,69976
42,Unknown,Unknown,,155732
42,Unknown,Unknown,,94507
42,Unknown,Unknown,,113892
34,Boeing,Boeing 787,242,73747
19,Boeing,Boeing 737,189,100042
42,Unknown,Unknown,,84635
42,Unknown,Unknown,,85840
42,Unknown,Unknown,,124085
42,Unknown,Unknown,,83910
42,Unknown,Unknown,,141075
42,Unknown,Unknown,,92452
42,Unknown,Unknown,,79807
42,Unknown,Unknown,,111931
42,Unknown,Unknown,,54607
42,Unknown,Unknown,,120250
42,Unknown,Unknown,,133866
42,Unknown,Unknown,,47820
42,Unknown,Unknown,,135757
42,Unknown,Unknown,,96840
42,Unknown,Unknown,,91629
42,Unknown,Unknown,,125041
42,Unknown,Unknown,,125043
42,Unknown,Unknown,,99197
42,Unknown,Unknown,,116582
42,Unknown,Unknown,,140320
42,Unknown,Unknown,,40232
42,Unknown,Unknown,,41477
42,Unknown,Unknown,,101895
19,Boeing,Boeing 737,189,85946
42,Unknown,Unknown,,80948
19,Boeing,Boeing 737,189,108432
42,Unknown,Unknown,,53039
42,Unknown,Unknown,,82540
42,Unknown,Unknown,,123577
42,Unknown,Unknown,,84088
32,Boeing,Boeing 777,396,78788
42,Unknown,Unknown,,76880
42,Unknown,Unknown,,112344
42,Unknown,Unknown,,79272
42,Unknown,Unknown,,109173
42,Unknown,Unknown,,146803
19,Boeing,Boeing 737,189,86239
42,Unknown,Unknown,,96105
42,Unknown,Unknown,,40313
42,Unknown,Unknown,,96055
42,Unknown,Unknown,,150027
32,Boeing,Boeing 777,396,47822
42,Unknown,Unknown,,49078
42,Unknown,Unknown,,47982
42,Unknown,Unknown,,85203
42,Unknown,Unknown,,149543
42,Unknown,Unknown,,139757
42,Unknown,Unknown,,70281
42,Unknown,Unknown,,147989
42,Unknown,Unknown,,66778
42,Unknown,Unknown,,126866
34,Boeing,Boeing 787,242,133970
42,Unknown,Unknown,,72546
42,Unknown,Unknown,,138354
42,Unknown,Unknown,,92305
42,Unknown,Unknown,,120348
42,Unknown,Unknown,,80756
34,Boeing,Boeing 787,242,133894
42,Unknown,Unknown,,65779
42,Unknown,Unknown,,123084
42,Unknown,Unknown,,154487
32,Boeing,Boeing 777,396,150632
42,Unknown,Unknown,,149462
42,Unknown,Unknown,,151677
42,Unknown,Unknown,,142784
42,Unknown,Unknown,,34922
42,Unknown,Unknown,,112573
42,Unknown,Unknown,,50011
42,Unknown,Unknown,,35894
42,Unknown,Unknown,,145707
42,Unknown,Unknown,,114687
42,Unknown,Unknown,,114367
42,Unknown,Unknown,,150243
42,Unknown,Unknown,,58644
32,Boeing,Boeing 777,396,106348
32,Boeing,Boeing 777,396,93307
19,Boeing,Boeing 737,189,123148
32,Boeing,Boeing 777,396,132728
42,Unknown,Unknown,,120389
28,Boeing,Boeing 767,216,74173
19,Boeing,Boeing 737,189,74176
42,Unknown,Unknown,,132285
42,Unknown,Unknown,,144166
32,Boeing,Boeing 777,396,74120
19,Boeing,Boeing 737,189,87591
19,Boeing,Boeing 737,189,87743
42,Unknown,Unknown,,123784
42,Unknown,Unknown,,36243
42,Unknown,Unknown,,112868
42,Unknown,Unknown,,134835
23,Boeing,Boeing 747,467,61012
23,Boeing,Boeing 747,467,46733
23,Boeing,Boeing 747,467,47597
19,Boeing,Boeing 737,189,56901
42,Unknown,Unknown,,151688
42,Unknown,Unknown,,114567
42,Unknown,Unknown,,149724
28,Boeing,Boeing 767,216,88857
32,Boeing,Boeing 777,396,52532
26,Boeing,Boeing 757,200,52658
42,Unknown,Unknown,,114633
26,Boeing,Boeing 757,200,143365
42,Unknown,Unknown,,113597
42,Unknown,Unknown,,86599
42,Unknown,Unknown,,71691
42,Unknown,Unknown,,35700
42,Unknown,Unknown,,35050
42,Unknown,Unknown,,90385
42,Unknown,Unknown,,78926
19,Boeing,Boeing 737,189,133487
38,Embraer,Embraer 170,76,103018
34,Boeing,Boeing 787,242,99433
42,Unknown,Unknown,,79666
42,Unknown,Unknown,,122163
42,Unknown,Unknown,,35052
42,Unknown,Unknown,,39534
32,Boeing,Boeing 777,396,87017
42,Unknown,Unknown,,76001
42,Unknown,Unknown,,98638
42,Unknown,Unknown,,150391
42,Unknown,Unknown,,115676
23,Boeing,Boeing 747,467,47416
32,Boeing,Boeing 777,396,151627
42,Unknown,Unknown,,60784
42,Unknown,Unknown,,35782
42,Unknown,Unknown,,143795
42,Unknown,Unknown,,69634
42,Unknown,Unknown,,95062
42,Unknown,Unknown,,147118
42,Unknown,Unknown,,146914
42,Unknown,Unknown,,113506
19,Boeing,Boeing 737,189,70652
42,Unknown,Unknown,,50129
42,Unknown,Unknown,,118711
42,Unknown,Unknown,,80944
42,Unknown,Unknown,,65743
32,Boeing,Boeing 777,396,79836
19,Boeing,Boeing 737,189,96516
42,Unknown,Unknown,,95022
42,Unknown,Unknown,,73850
42,Unknown,Unknown,,78328
42,Unknown,Unknown,,83049
42,Unknown,Unknown,,91057
42,Unknown,Unknown,,116372
42,Unknown,Unknown,,75037
42,Unknown,Unknown,,62922
34,Boeing,Boeing 787,242,41966
42,Unknown,Unknown,,149402
42,Unknown,Unknown,,89403
42,Unknown,Unknown,,138207
42,Unknown,Unknown,,126093
42,Unknown,Unknown,,77098
42,Unknown,Unknown,,40802
42,Unknown,Unknown,,146955
19,Boeing,Boeing 737,189,89347
42,Unknown,Unknown,,48909
42,Unknown,Unknown,,39805
42,Unknown,Unknown,,68700
42,Unknown,Unknown,,155699
42,Unknown,Unknown,,156936
42,Unknown,Unknown,,80993
42,Unknown,Unknown,,58277
42,Unknown,Unknown,,111075
42,Unknown,Unknown,,42476
42,Unknown,Unknown,,39987
42,Unknown,Unknown,,117314
3,Airbus,A320,180,150634
42,Unknown,Unknown,,96995
2,Airbus,A319,134,40624
19,Boeing,Boeing 737,189,48332
19,Boeing,Boeing 737,189,51580
42,Unknown,Unknown,,60057
42,Unknown,Unknown,,35448
19,Boeing,Boeing 737,189,53732
19,Boeing,Boeing 737,189,137213
34,Boeing,Boeing 787,242,53077
42,Unknown,Unknown,,114014
42,Unknown,Unknown,,114208
42,Unknown,Unknown,,90311
34,Boeing,Boeing 787,242,67357
21,,Boeing 739,,137576
25,,Boeing 753,,137578
26,Boeing,Boeing 757,200,119868
32,Boeing,Boeing 777,396,119870
34,Boeing,Boeing 787,242,119871
32,Boeing,Boeing 777,396,119873
34,Boeing,Boeing 787,242,112260
20,,Boeing 738,,112347
42,Unknown,Unknown,,118201
42,Unknown,Unknown,,139683
42,Unknown,Unknown,,126212
42,Unknown,Unknown,,113658
28,Boeing,Boeing 767,216,115089
19,Boeing,Boeing 737,189,55992
42,Unknown,Unknown,,100012
42,Unknown,Unknown,,105285
34,Boeing,Boeing 787,242,75483
42,Unknown,Unknown,,144368
42,Unknown,Unknown,,156141
42,Unknown,Unknown,,71317
19,Boeing,Boeing 737,189,124408
42,Unknown,Unknown,,120566
42,Unknown,Unknown,,94143
42,Unknown,Unknown,,90020
42,Unknown,Unknown,,73829
42,Unknown,Unknown,,118455
42,Unknown,Unknown,,67359
42,Unknown,Unknown,,143198
42,Unknown,Unknown,,85860
42,Unknown,Unknown,,87513
11,,BOEING 737,,118702
42,Unknown,Unknown,,82277
42,Unknown,Unknown,,100720
42,Unknown,Unknown,,113056
42,Unknown,Unknown,,151049
42,Unknown,Unknown,,139168
28,Boeing,Boeing 767,216,43277
42,Unknown,Unknown,,140455
34,Boeing,Boeing 787,242,51501
42,Unknown,Unknown,,122432
19,Boeing,Boeing 737,189,143208
42,Unknown,Unknown,,114799
42,Unknown,Unknown,,111523
32,Boeing,Boeing 777,396,126125
42,Unknown,Unknown,,44871
42,Unknown,Unknown,,141348
42,Unknown,Unknown,,65409
42,Unknown,Unknown,,91756
42,Unknown,Unknown,,64769
42,Unknown,Unknown,,81497
42,Unknown,Unknown,,77459
42,Unknown,Unknown,,141324
42,Unknown,Unknown,,71833
42,Unknown,Unknown,,87449
42,Unknown,Unknown,,81132
42,Unknown,Unknown,,59801
42,Unknown,Unknown,,44292
42,Unknown,Unknown,,115427
28,Boeing,Boeing 767,216,69156
26,Boeing,Boeing 757,200,70112
34,Boeing,Boeing 787,242,91708
42,Unknown,Unknown,,123718
42,Unknown,Unknown,,90212
42,Unknown,Unknown,,150795
34,Boeing,Boeing 787,242,133109
42,Unknown,Unknown,,52329
42,Unknown,Unknown,,156998
42,Unknown,Unknown,,154062
42,Unknown,Unknown,,119246
19,Boeing,Boeing 737,189,89778
28,Boeing,Boeing 767,216,44849
42,Unknown,Unknown,,62029
19,Boeing,Boeing 737,189,102201
42,Unknown,Unknown,,112903
42,Unknown,Unknown,,123463
42,Unknown,Unknown,,131949
42,Unknown,Unknown,,101248
42,Unknown,Unknown,,98840
42,Unknown,Unknown,,139725
42,Unknown,Unknown,,42357
42,Unknown,Unknown,,152370
42,Unknown,Unknown,,64659
42,Unknown,Unknown,,109840
42,Unknown,Unknown,,100080
42,Unknown,Unknown,,81440
42,Unknown,Unknown,,109266
42,Unknown,Unknown,,79599
42,Unknown,Unknown,,110883
19,Boeing,Boeing 737,189,53041
19,Boeing,Boeing 737,189,102202
42,Unknown,Unknown,,109845
42,Unknown,Unknown,,74912
42,Unknown,Unknown,,99804
42,Unknown,Unknown,,103645
42,Unknown,Unknown,,88196
42,Unknown,Unknown,,136681
42,Unknown,Unknown,,91589
42,Unknown,Unknown,,58222
42,Unknown,Unknown,,34700
42,Unknown,Unknown,,137758
19,Boeing,Boeing 737,189,77706
42,Unknown,Unknown,,131460
42,Unknown,Unknown,,131870
42,Unknown,Unknown,,93780
42,Unknown,Unknown,,116097
19,Boeing,Boeing 737,189,110836
28,Boeing,Boeing 767,216,43490
42,Unknown,Unknown,,93693
19,Boeing,Boeing 737,189,119005
42,Unknown,Unknown,,70939
42,Unknown,Unknown,,67796
42,Unknown,Unknown,,119681
42,Unknown,Unknown,,60576
42,Unknown,Unknown,,107973
42,Unknown,Unknown,,73841
42,Unknown,Unknown,,40359
42,Unknown,Unknown,,137846
42,Unknown,Unknown,,55750
42,Unknown,Unknown,,68828
34,Boeing,Boeing 787,242,75867
19,Boeing,Boeing 737,189,96572
42,Unknown,Unknown,,78737
42,Unknown,Unknown,,136043
42,Unknown,Unknown,,123648
42,Unknown,Unknown,,112318
42,Unknown,Unknown,,103729
42,Unknown,Unknown,,43439
42,Unknown,Unknown,,97280
42,Unknown,Unknown,,137211
19,Boeing,Boeing 737,189,41859
28,Boeing,Boeing 767,216,45669
42,Unknown,Unknown,,148205
42,Unknown,Unknown,,137520
42,Unknown,Unknown,,80714
42,Unknown,Unknown,,118441
42,Unknown,Unknown,,87858
42,Unknown,Unknown,,71513
42,Unknown,Unknown,,60990
42,Unknown,Unknown,,137089
42,Unknown,Unknown,,77776
42,Unknown,Unknown,,64599
42,Unknown,Unknown,,44697
32,Boeing,Boeing 777,396,156755
2,Airbus,A319,134,47529
42,Unknown,Unknown,,143680
42,Unknown,Unknown,,120859
42,Unknown,Unknown,,101313
42,Unknown,Unknown,,52855
42,Unknown,Unknown,,104163
28,Boeing,Boeing 767,216,46128
42,Unknown,Unknown,,118621
42,Unknown,Unknown,,40058
42,Unknown,Unknown,,61245
42,Unknown,Unknown,,70056
42,Unknown,Unknown,,77469
42,Unknown,Unknown,,88900
42,Unknown,Unknown,,127253
42,Unknown,Unknown,,56167
32,Boeing,Boeing 777,396,93813
42,Unknown,Unknown,,141884
42,Unknown,Unknown,,93640
42,Unknown,Unknown,,113943
34,Boeing,Boeing 787,242,61407
32,Boeing,Boeing 777,396,61475
42,Unknown,Unknown,,66921
42,Unknown,Unknown,,126675
42,Unknown,Unknown,,89595
19,Boeing,Boeing 737,189,105083
28,Boeing,Boeing 767,216,58622
42,Unknown,Unknown,,88404
42,Unknown,Unknown,,127671
32,Boeing,Boeing 777,396,43565
19,Boeing,Boeing 737,189,119593
42,Unknown,Unknown,,118349
42,Unknown,Unknown,,128861
3,Airbus,A320,180,88039
42,Unknown,Unknown,,57538
42,Unknown,Unknown,,68446
28,Boeing,Boeing 767,216,72148
42,Unknown,Unknown,,86620
42,Unknown,Unknown,,114534
42,Unknown,Unknown,,134463
42,Unknown,Unknown,,109029
42,Unknown,Unknown,,49588
32,Boeing,Boeing 777,396,86915
42,Unknown,Unknown,,39603
42,Unknown,Unknown,,148541
42,Unknown,Unknown,,140200
42,Unknown,Unknown,,130064
42,Unknown,Unknown,,78548
42,Unknown,Unknown,,103168
42,Unknown,Unknown,,102517
42,Unknown,Unknown,,74462
42,Unknown,Unknown,,89635
42,Unknown,Unknown,,67093
34,Boeing,Boeing 787,242,150749
42,Unknown,Unknown,,42305
42,Unknown,Unknown,,91915
42,Unknown,Unknown,,130378
42,Unknown,Unknown,,86652
42,Unknown,Unknown,,138726
42,Unknown,Unknown,,107941
42,Unknown,Unknown,,92664
42,Unknown,Unknown,,92871
42,Unknown,Unknown,,141699
42,Unknown,Unknown,,130494
42,Unknown,Unknown,,130495
42,Unknown,Unknown,,79337
42,Unknown,Unknown,,123521
42,Unknown,Unknown,,95849
42,Unknown,Unknown,,76940
32,Boeing,Boeing 777,396,43278
42,Unknown,Unknown,,130204
42,Unknown,Unknown,,69929
42,Unknown,Unknown,,146947
42,Unknown,Unknown,,76780
42,Unknown,Unknown,,72697
32,Boeing,Boeing 777,396,86988
42,Unknown,Unknown,,143347
34,Boeing,Boeing 787,242,59947
42,Unknown,Unknown,,73545
42,Unknown,Unknown,,123452
42,Unknown,Unknown,,117134
42,Unknown,Unknown,,40692
42,Unknown,Unknown,,80572
3,Airbus,A320,180,97819
42,Unknown,Unknown,,98633
42,Unknown,Unknown,,124148
42,Unknown,Unknown,,122539
19,Boeing,Boeing 737,189,112890
42,Unknown,Unknown,,109545
42,Unknown,Unknown,,118231
42,Unknown,Unknown,,77142
42,Unknown,Unknown,,97523
42,Unknown,Unknown,,55349
28,Boeing,Boeing 767,216,89546
28,Boeing,Boeing 767,216,89850
42,Unknown,Unknown,,113691
42,Unknown,Unknown,,129295
42,Unknown,Unknown,,75449
32,Boeing,Boeing 777,396,68853
42,Unknown,Unknown,,48063
42,Unknown,Unknown,,82131
42,Unknown,Unknown,,94040
42,Unknown,Unknown,,69554
42,Unknown,Unknown,,143492
34,Boeing,Boeing 787,242,40175
42,Unknown,Unknown,,90322
28,Boeing,Boeing 767,216,57698
42,Unknown,Unknown,,149978
42,Unknown,Unknown,,127181
42,Unknown,Unknown,,146425
42,Unknown,Unknown,,95941
42,Unknown,Unknown,,96114
42,Unknown,Unknown,,116203
42,Unknown,Unknown,,41701
19,Boeing,Boeing 737,189,111759
19,Boeing,Boeing 737,189,114983
42,Unknown,Unknown,,78614
42,Unknown,Unknown,,141371
42,Unknown,Unknown,,68920
34,Boeing,Boeing 787,242,49356
19,Boeing,Boeing 737,189,49752
19,Boeing,Boeing 737,189,49753
42,Unknown,Unknown,,118628
42,Unknown,Unknown,,121114
28,Boeing,Boeing 767,216,82773
42,Unknown,Unknown,,84888
42,Unknown,Unknown,,99417
2,Airbus,A319,134,129066
19,Boeing,Boeing 737,189,44196
32,Boeing,Boeing 777,396,48384
42,Unknown,Unknown,,93568
42,Unknown,Unknown,,146178
42,Unknown,Unknown,,119671
19,Boeing,Boeing 737,189,138384
42,Unknown,Unknown,,92446
42,Unknown,Unknown,,44875
42,Unknown,Unknown,,120209
19,Boeing,Boeing 737,189,102589
19,Boeing,Boeing 737,189,110269
42,Unknown,Unknown,,76649
42,Unknown,Unknown,,119694
42,Unknown,Unknown,,82234
19,Boeing,Boeing 737,189,143456
42,Unknown,Unknown,,49452
42,Unknown,Unknown,,82347
42,Unknown,Unknown,,41912
42,Unknown,Unknown,,115831
42,Unknown,Unknown,,154568
42,Unknown,Unknown,,151270
42,Unknown,Unknown,,63419
42,Unknown,Unknown,,70649
42,Unknown,Unknown,,36539
42,Unknown,Unknown,,122407
42,Unknown,Unknown,,120019
42,Unknown,Unknown,,74567
42,Unknown,Unknown,,141341
42,Unknown,Unknown,,101368
19,Boeing,Boeing 737,189,119571
42,Unknown,Unknown,,76601
42,Unknown,Unknown,,59639
42,Unknown,Unknown,,49426
42,Unknown,Unknown,,92859
42,Unknown,Unknown,,108419
42,Unknown,Unknown,,40931
42,Unknown,Unknown,,113217
42,Unknown,Unknown,,92613
26,Boeing,Boeing 757,200,46158
42,Unknown,Unknown,,108569
42,Unknown,Unknown,,48846
32,Boeing,Boeing 777,396,114990
42,Unknown,Unknown,,63200
42,Unknown,Unknown,,71842
42,Unknown,Unknown,,70273
42,Unknown,Unknown,,69200
42,Unknown,Unknown,,112186
42,Unknown,Unknown,,145099
42,Unknown,Unknown,,94993
34,Boeing,Boeing 787,242,83729
42,Unknown,Unknown,,112354
42,Unknown,Unknown,,116307
42,Unknown,Unknown,,75891
42,Unknown,Unknown,,110860
42,Unknown,Unknown,,69947
42,Unknown,Unknown,,150252
42,Unknown,Unknown,,116309
23,Boeing,Boeing 747,467,144696
19,Boeing,Boeing 737,189,51588
42,Unknown,Unknown,,90279
42,Unknown,Unknown,,141135
42,Unknown,Unknown,,128379
19,Boeing,Boeing 737,189,121878
42,Unknown,Unknown,,58235
42,Unknown,Unknown,,137059
42,Unknown,Unknown,,100586
19,Boeing,Boeing 737,189,138091
19,Boeing,Boeing 737,189,135082
42,Unknown,Unknown,,56795
42,Unknown,Unknown,,103867
32,Boeing,Boeing 777,396,73917
42,Unknown,Unknown,,86036
42,Unknown,Unknown,,71351
23,Boeing,Boeing 747,467,64376
42,Unknown,Unknown,,41653
23,Boeing,Boeing 747,467,44963
42,Unknown,Unknown,,110072
42,Unknown,Unknown,,85423
42,Unknown,Unknown,,131192
42,Unknown,Unknown,,121302
19,Boeing,Boeing 737,189,52347
19,Boeing,Boeing 737,189,120637
42,Unknown,Unknown,,88063
42,Unknown,Unknown,,67130
42,Unknown,Unknown,,84981
42,Unknown,Unknown,,118388
28,Boeing,Boeing 767,216,55595
42,Unknown,Unknown,,40272
42,Unknown,Unknown,,132598
42,Unknown,Unknown,,112986
19,Boeing,Boeing 737,189,144474
42,Unknown,Unknown,,112190
42,Unknown,Unknown,,62588
42,Unknown,Unknown,,129355
42,Unknown,Unknown,,73733
42,Unknown,Unknown,,88865
42,Unknown,Unknown,,105349
42,Unknown,Unknown,,115858
42,Unknown,Unknown,,93999
19,Boeing,Boeing 737,189,50907
32,Boeing,Boeing 777,396,105773
42,Unknown,Unknown,,100894
19,Boeing,Boeing 737,189,104957
42,Unknown,Unknown,,107096
42,Unknown,Unknown,,43723
42,Unknown,Unknown,,83407
42,Unknown,Unknown,,112835
42,Unknown,Unknown,,118472
19,Boeing,Boeing 737,189,137083
42,Unknown,Unknown,,42380
42,Unknown,Unknown,,105607
42,Unknown,Unknown,,58444
42,Unknown,Unknown,,53470
42,Unknown,Unknown,,109884
42,Unknown,Unknown,,144618
42,Unknown,Unknown,,74619
42,Unknown,Unknown,,54682
32,Boeing,Boeing 777,396,43852
42,Unknown,Unknown,,82718
42,Unknown,Unknown,,84578
42,Unknown,Unknown,,118989
42,Unknown,Unknown,,78865
42,Unknown,Unknown,,127843
42,Unknown,Unknown,,69739
42,Unknown,Unknown,,148458
42,Unknown,Unknown,,121940
42,Unknown,Unknown,,89831
42,Unknown,Unknown,,97787
42,Unknown,Unknown,,77617
42,Unknown,Unknown,,91887
42,Unknown,Unknown,,85900
42,Unknown,Unknown,,61551
42,Unknown,Unknown,,52484
42,Unknown,Unknown,,83023
42,Unknown,Unknown,,81433
19,Boeing,Boeing 737,189,114810
34,Boeing,Boeing 787,242,126790
42,Unknown,Unknown,,90246
42,Unknown,Unknown,,156172
26,Boeing,Boeing 757,200,61065
19,Boeing,Boeing 737,189,105464
42,Unknown,Unknown,,43790
42,Unknown,Unknown,,47808
42,Unknown,Unknown,,136357
42,Unknown,Unknown,,73895
42,Unknown,Unknown,,110934
42,Unknown,Unknown,,36340
42,Unknown,Unknown,,149152
26,Boeing,Boeing 757,200,48286
19,Boeing,Boeing 737,189,64517
42,Unknown,Unknown,,76009
42,Unknown,Unknown,,127366
42,Unknown,Unknown,,115807
42,Unknown,Unknown,,106851
42,Unknown,Unknown,,101890
28,Boeing,Boeing 767,216,84680
42,Unknown,Unknown,,121982
19,Boeing,Boeing 737,189,126412
42,Unknown,Unknown,,46097
42,Unknown,Unknown,,141406
42,Unknown,Unknown,,96652
42,Unknown,Unknown,,138024
42,Unknown,Unknown,,117356
42,Unknown,Unknown,,103408
42,Unknown,Unknown,,67721
42,Unknown,Unknown,,79740
42,Unknown,Unknown,,115990
42,Unknown,Unknown,,118474
42,Unknown,Unknown,,90628
42,Unknown,Unknown,,89984
42,Unknown,Unknown,,119198
42,Unknown,Unknown,,132694
2,Airbus,A319,134,137518
42,Unknown,Unknown,,94012
42,Unknown,Unknown,,151328
42,Unknown,Unknown,,126698
42,Unknown,Unknown,,55392
42,Unknown,Unknown,,100563
42,Unknown,Unknown,,107643
42,Unknown,Unknown,,114522
42,Unknown,Unknown,,123659
42,Unknown,Unknown,,114552
42,Unknown,Unknown,,111264
42,Unknown,Unknown,,102822
42,Unknown,Unknown,,60390
19,Boeing,Boeing 737,189,137784
42,Unknown,Unknown,,68150
42,Unknown,Unknown,,117675
42,Unknown,Unknown,,69475
42,Unknown,Unknown,,44297
42,Unknown,Unknown,,89127
42,Unknown,Unknown,,56382
42,Unknown,Unknown,,76069
32,Boeing,Boeing 777,396,90283
42,Unknown,Unknown,,117227
42,Unknown,Unknown,,110830
42,Unknown,Unknown,,108269
42,Unknown,Unknown,,143403
42,Unknown,Unknown,,93106
42,Unknown,Unknown,,50292
42,Unknown,Unknown,,114453
42,Unknown,Unknown,,97942
42,Unknown,Unknown,,148860
42,Unknown,Unknown,,101699
19,Boeing,Boeing 737,189,134215
42,Unknown,Unknown,,142239
42,Unknown,Unknown,,127152
42,Unknown,Unknown,,117701
42,Unknown,Unknown,,128982
42,Unknown,Unknown,,139696
42,Unknown,Unknown,,57483
2,Airbus,A319,134,57484
42,Unknown,Unknown,,112204
42,Unknown,Unknown,,125938
19,Boeing,Boeing 737,189,97528
42,Unknown,Unknown,,39654
42,Unknown,Unknown,,49162
42,Unknown,Unknown,,68860
42,Unknown,Unknown,,126227
42,Unknown,Unknown,,74699
42,Unknown,Unknown,,116400
42,Unknown,Unknown,,149261
42,Unknown,Unknown,,144352
42,Unknown,Unknown,,38289
32,Boeing,Boeing 777,396,101934
42,Unknown,Unknown,,40899
42,Unknown,Unknown,,111502
42,Unknown,Unknown,,64395
32,Boeing,Boeing 777,396,135751
42,Unknown,Unknown,,149332
42,Unknown,Unknown,,109666
42,Unknown,Unknown,,124277
42,Unknown,Unknown,,73376
42,Unknown,Unknown,,63904
32,Boeing,Boeing 777,396,126699
26,Boeing,Boeing 757,200,52924
42,Unknown,Unknown,,37339
42,Unknown,Unknown,,79838
42,Unknown,Unknown,,112079
42,Unknown,Unknown,,55689
23,Boeing,Boeing 747,467,94605
42,Unknown,Unknown,,112492
42,Unknown,Unknown,,118746
42,Unknown,Unknown,,115472
42,Unknown,Unknown,,145751
32,Boeing,Boeing 777,396,133904
42,Unknown,Unknown,,42699
42,Unknown,Unknown,,92763
19,Boeing,Boeing 737,189,148435
42,Unknown,Unknown,,72795
42,Unknown,Unknown,,80388
42,Unknown,Unknown,,124917
42,Unknown,Unknown,,114088
42,Unknown,Unknown,,86914
42,Unknown,Unknown,,117789
42,Unknown,Unknown,,139551
42,Unknown,Unknown,,38091
42,Unknown,Unknown,,58660
42,Unknown,Unknown,,45929
42,Unknown,Unknown,,91294
42,Unknown,Unknown,,130252
42,Unknown,Unknown,,139716
32,Boeing,Boeing 777,396,101627
42,Unknown,Unknown,,139799
42,Unknown,Unknown,,117142
42,Unknown,Unknown,,44469
42,Unknown,Unknown,,40254
23,Boeing,Boeing 747,467,55827
42,Unknown,Unknown,,65531
42,Unknown,Unknown,,36446
42,Unknown,Unknown,,92249
42,Unknown,Unknown,,156743
42,Unknown,Unknown,,148171
42,Unknown,Unknown,,113919
42,Unknown,Unknown,,92572
42,Unknown,Unknown,,88468
19,Boeing,Boeing 737,189,119774
42,Unknown,Unknown,,125451
19,Boeing,Boeing 737,189,95313
42,Unknown,Unknown,,86708
42,Unknown,Unknown,,114219
42,Unknown,Unknown,,67858
42,Unknown,Unknown,,84845
42,Unknown,Unknown,,35018
42,Unknown,Unknown,,106270
19,Boeing,Boeing 737,189,95455
42,Unknown,Unknown,,130625
42,Unknown,Unknown,,113765
42,Unknown,Unknown,,96730
42,Unknown,Unknown,,77873
42,Unknown,Unknown,,123512
19,Boeing,Boeing 737,189,152394
42,Unknown,Unknown,,144074
42,Unknown,Unknown,,51053
42,Unknown,Unknown,,107628
42,Unknown,Unknown,,142774
42,Unknown,Unknown,,73498
42,Unknown,Unknown,,35680
42,Unknown,Unknown,,116364
42,Unknown,Unknown,,96869
3,Airbus,A320,180,54017
42,Unknown,Unknown,,35334
42,Unknown,Unknown,,112475
42,Unknown,Unknown,,141060
42,Unknown,Unknown,,122906
42,Unknown,Unknown,,105640
42,Unknown,Unknown,,47372
42,Unknown,Unknown,,109445
28,Boeing,Boeing 767,216,97633
42,Unknown,Unknown,,129521
19,Boeing,Boeing 737,189,140496
19,Boeing,Boeing 737,189,87797
42,Unknown,Unknown,,148297
23,Boeing,Boeing 747,467,120236
42,Unknown,Unknown,,147335
42,Unknown,Unknown,,140456
42,Unknown,Unknown,,149626
19,Boeing,Boeing 737,189,101822
26,Boeing,Boeing 757,200,135550
3,Airbus,A320,180,76306
3,Airbus,A320,180,93778
42,Unknown,Unknown,,113382
42,Unknown,Unknown,,153343
42,Unknown,Unknown,,141848
34,Boeing,Boeing 787,242,43889
19,Boeing,Boeing 737,189,49166
42,Unknown,Unknown,,125864
42,Unknown,Unknown,,148107
42,Unknown,Unknown,,55456
42,Unknown,Unknown,,123367
42,Unknown,Unknown,,98336
42,Unknown,Unknown,,110910
42,Unknown,Unknown,,99412
42,Unknown,Unknown,,118324
42,Unknown,Unknown,,39679
42,Unknown,Unknown,,151227
42,Unknown,Unknown,,118687
42,Unknown,Unknown,,96110
42,Unknown,Unknown,,149001
42,Unknown,Unknown,,114537
42,Unknown,Unknown,,60068
19,Boeing,Boeing 737,189,78577
42,Unknown,Unknown,,156972
42,Unknown,Unknown,,38368
23,Boeing,Boeing 747,467,42956
42,Unknown,Unknown,,47986
42,Unknown,Unknown,,35117
19,Boeing,Boeing 737,189,115466
42,Unknown,Unknown,,143039
28,Boeing,Boeing 767,216,42434
42,Unknown,Unknown,,116102
42,Unknown,Unknown,,38733
42,Unknown,Unknown,,139614
42,Unknown,Unknown,,95750
42,Unknown,Unknown,,102593
42,Unknown,Unknown,,81301
42,Unknown,Unknown,,133364
42,Unknown,Unknown,,91426
42,Unknown,Unknown,,120936
42,Unknown,Unknown,,148303
42,Unknown,Unknown,,59305
42,Unknown,Unknown,,90558
19,Boeing,Boeing 737,189,59342
